program,year,period,week_ending,geo_level,state,state_ansi,ag_district,ag_district_code,county,county_ansi,zip_code,region,watershed_code,watershed,commodity,data_item,domain,domain_category,value,cv_percent
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,ONSLOW,133,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,2860,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,ONSLOW,133,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,361,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,PENDER,141,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1280,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,PENDER,141,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,307,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,ROBESON,155,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,54880,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,ROBESON,155,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,454,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,37320,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,454,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,24730,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,426,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,ANSON,007,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,29180,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,ANSON,007,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,364,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,CABARRUS,025,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,11940,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,CABARRUS,025,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,375,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,CLEVELAND,045,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,49360,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,CLEVELAND,045,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,494,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,GASTON,071,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,13560,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,GASTON,071,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,396,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,LINCOLN,109,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,17880,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,LINCOLN,109,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,467,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,MECKLENBURG,119,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,21820,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,MECKLENBURG,119,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,395,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,MONTGOMERY,123,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3240,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,MONTGOMERY,123,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,316,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,MOORE,125,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3400,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,MOORE,125,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,316,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,RICHMOND,153,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,13400,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,RICHMOND,153,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,327,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,STANLY,167,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,7780,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,STANLY,167,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,361,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,UNION,179,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,38220,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,UNION,179,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,367,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,BURKE,023,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1230,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,BURKE,023,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,305,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,MCDOWELL,111,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,40,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,MCDOWELL,111,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,200,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,POLK,149,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,4620,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,POLK,149,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,394,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,RUTHERFORD,161,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,22890,NA
SURVEY,1940,YEAR,NA,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,RUTHERFORD,161,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,406,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,BEAUFORT,013,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1360,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,BEAUFORT,013,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,103,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,CARTERET,031,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,160,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,CARTERET,031,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,105,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,CRAVEN,049,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,380,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,CRAVEN,049,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,146,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,GREENE,079,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,6280,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,GREENE,079,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,123,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,HYDE,095,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,2920,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,HYDE,095,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,243,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,33470,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,227,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JONES,103,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,820,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JONES,103,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,85,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,LENOIR,107,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,4530,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,LENOIR,107,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,183,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,PAMLICO,137,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1180,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,PAMLICO,137,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,173,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,PITT,147,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,8640,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,PITT,147,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,95,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,WAYNE,191,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,18690,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,WAYNE,191,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,227,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,WILSON,195,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,12490,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,WILSON,195,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,118,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ALEXANDER,003,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3630,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ALEXANDER,003,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,380,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CATAWBA,035,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,12440,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CATAWBA,035,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,422,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CHATHAM,037,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,2810,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CHATHAM,037,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,160,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIDSON,057,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,2420,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIDSON,057,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,300,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIE,059,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,4850,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIE,059,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,351,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,IREDELL,097,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,20800,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,IREDELL,097,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,467,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,LEE,105,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3600,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,LEE,105,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,259,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,RANDOLPH,151,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,450,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,RANDOLPH,151,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,164,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ROWAN,159,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,14770,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ROWAN,159,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,434,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,WAKE,183,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,11460,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,WAKE,183,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,163,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,BERTIE,015,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,5750,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,BERTIE,015,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,150,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CAMDEN,029,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1700,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CAMDEN,029,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,136,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CHOWAN,041,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,2540,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CHOWAN,041,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,154,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CURRITUCK,053,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,980,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CURRITUCK,053,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,324,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,EDGECOMBE,065,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,20010,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,EDGECOMBE,065,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,148,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,GATES,073,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3660,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,GATES,073,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,142,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,HALIFAX,083,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,30540,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,HALIFAX,083,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,155,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,HERTFORD,091,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3340,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,HERTFORD,091,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,133,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,MARTIN,117,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3160,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,MARTIN,117,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,110,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,NASH,127,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,17060,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,NASH,127,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,205,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,NORTHAMPTON,131,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,22780,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,NORTHAMPTON,131,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,167,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,PASQUOTANK,139,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,790,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,PASQUOTANK,139,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,102,NA
SURVEY,1939,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,PERQUIMANS,143,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3800,NA
